index,R
2095,41.432
2096,25.393
2097,3.2022
2098,17.267
2099,15.072
2100,10.134
2101,3.9024
2102,39.581
2103,19.837
2104,4.0776
2105,30.72
2106,22.972
2107,38.883
2108,34.242
2109,8.7879
2110,13.965
2111,4.0875
2112,5.7138
2113,46.304
2114,27.342
2115,43.129
2116,27.506
2117,15.13
2118,24.732
2119,30.79
2120,16.273
2121,39.84
2122,16.821
2123,29.088
2124,46.531
2125,6.487
2126,45.288
2127,9.9613
2128,40.327
2129,32.893
2130,31.028
2131,6.174
2132,7.3918
2133,36.95
2134,1.9638
2135,39.732
2136,7.1561
2137,2.2847
2138,7.6458
2139,33.433
2140,21.947
2141,14.439
2142,12.888
2143,32.263
2144,26.012
2145,13.081
2146,40.428
2147,17.116
2148,17.933
2149,26.269
2150,41.358
2151,28.32
2152,10.362
2153,43.311
2154,6.4918
2155,12.311
2156,38.894
2157,11.839
2158,37.851
2159,14.615
2160,23.835
2161,34.467
2162,3.0675
2163,8.0072
2164,32.283
2165,6.5994
2166,31.034
2167,44.233
2168,13.394
2169,22.632
2170,46.293
2171,27.581
2172,29.505
2173,7.3618
2174,34.127
2175,15.174
2176,16.415
2177,2.9373
2178,15.218
2179,36.386
2180,33.179
2181,37.288
2182,44.563
2183,15.181
2184,15.118
2185,46.248
2186,16.496
2187,10.286
2188,8.4962
2189,30.029
2190,34.275
2191,23.542
2192,37.608
2193,9.2007
2194,1.6269
2195,46.928
2196,35.15
2197,15.01
2198,26.546
2199,39.343
2200,14.374
2201,28.246
2202,21.915
2203,5.2621
2204,39.851
2205,26.561
2206,28.472
2207,18.04
2208,29.607
2209,19.652
2210,40.202
2211,27.35
2212,11.421
2213,22.592
2214,40.946
2215,9.63
2216,15.244
2217,38.039
2218,48.211
2219,26.666
2220,1.9704
2221,10.642
2222,6.8615
2223,4.8961
2224,2.0372
2225,12.748
2226,30.916
2227,8.0963
2228,21.166
2229,46.48
2230,9.0599
2231,22.172
2232,39.117
2233,48.132
2234,10.845
2235,21.433
2236,13.572
2237,37.041
2238,39.162
2239,42.297
2240,43.717
2241,15.62
2242,13.625
2243,28.877
2244,7.5183
2245,17.144
2246,31.411
2247,10.609
2248,18.482
2249,38.466
2250,9.5596
2251,3.4914
2252,7.8585
2253,37.28
2254,41.954
2255,20.024
2256,29.18
2257,13.371
2258,28.961
2259,20.139
2260,43.8
2261,44.214
2262,21.991
2263,48.977
2264,36.172
2265,33.286
2266,31.237
2267,9.8174
2268,46.784
2269,1.9721
2270,25.455
2271,5.0559
2272,15.527
2273,41.298
2274,11.983
2275,29.393
2276,45.687
2277,7.8572
2278,14.509
2279,9.8273
2280,13.812
2281,44.092
2282,32.152
2283,34.341
2284,46.973
2285,26.841
2286,38.607
2287,25.623
2288,33.255
2289,38.13
2290,1.3715
2291,8.3112
2292,5.4955
2293,31.786
2294,10.531
2295,44.068
2296,38.541
2297,19.001
2298,20.145
2299,39.621
2300,31.028
2301,33.867
2302,14.436
2303,3.7373
2304,41.639
2305,41.409
2306,22.427
2307,22.88
2308,36.474
2309,44.611
2310,29.927
2311,7.7239
2312,3.8418
2313,7.0386
2314,26.213
2315,3.3728
2316,22.714
2317,36.272
2318,33.508
2319,16.523
2320,27.324
2321,36.643
2322,22.66
2323,44.346
2324,32.853
2325,3.9001
2326,40.045
2327,15.185
2328,12.929
2329,7.7566
2330,32.876
2331,31.497
2332,45.324
2333,13.749
2334,39.592
2335,34.379
2336,36.405
2337,37.186
2338,9.5524
2339,9.98
2340,26.499
2341,3.5736
2342,31.993
2343,45.513
2344,23.111
2345,36.138
2346,23.901
2347,2.9649
2348,43.521
2349,33.334
2350,26.871
2351,31.663
2352,19.325
2353,33.711
2354,31.918
2355,39.545
2356,16.486
2357,33.847
2358,8.2328
2359,7.5309
2360,32.417
2361,20.473
2362,19.09
2363,30.784
2364,39.77
2365,29.013
2366,21.994
2367,39.98
2368,15.047
2369,42.859
2370,41.202
2371,9.09
2372,38.578
2373,28.055
2374,15.493
2375,24.292
2376,15.83
2377,6.7945
2378,23.147
2379,15.481
2380,12.61
2381,44.552
2382,43.746
2383,38.826
2384,2.7891
2385,35.225
2386,23.379
2387,18.211
2388,42.797
2389,42.076
2390,11.517
2391,39.819
2392,29.483
2393,47.202
2394,37.859
2395,7.1174
2396,30.582
2397,2.97
2398,40.813
2399,26.887
2400,46.259
2401,31.248
2402,37.258
2403,18.807
2404,29.987
2405,4.3933
2406,21.425
2407,21.227
2408,15.241
2409,32.713
2410,18.722
2411,8.2993
2412,35.415
2413,25.847
2414,14.327
2415,45.746
2416,37.713
2417,19.339
2418,7.5495
2419,9.0276
2420,6.5427
2421,2.6153
2422,8.573
2423,25.088
2424,37.48
2425,44.825
2426,8.831
2427,12.536
2428,22.588
2429,43.936
2430,44.342
2431,41.113
2432,12.716
2433,17.414
2434,30.083
2435,30.743
2436,43.757
2437,19.711
2438,39.234
2439,18.036
2440,37.872
2441,25.439
2442,14.062
2443,30.915
2444,32.192
2445,16.677
2446,14.934
2447,5.4516
2448,8.8673
2449,46.66
2450,10.594
2451,19.54
2452,5.3409
2453,39.266
2454,34.388
2455,20.995
2456,7.6668
2457,39.332
2458,45.694
2459,28.935
2460,8.6214
2461,27.525
2462,34.915
2463,43.679
2464,38.142
2465,2.2334
2466,14.099
2467,30.259
2468,15.827
2469,29.665
2470,8.9117
2471,18.403
2472,7.0389
2473,39.613
2474,12.503
2475,13.789
2476,31.981
2477,20.921
2478,32.342
2479,19.798
2480,45.703
2481,12.974
2482,19.945
2483,31.396
2484,33.999
2485,5.4472
2486,15.911
2487,33.17
2488,17.929
2489,21.334
2490,2.4075
2491,10.538
2492,27.035
2493,23.302
2494,16.461
2495,41.58
2496,11.774
2497,2.7924
2498,8.0446
2499,47.226
2500,13.161
2501,33.133
2502,13.105
2503,7.5428
2504,21.493
2505,33.761
2506,20.265
2507,13.842
2508,37.763
2509,49.146
2510,6.5824
2511,47.561
2512,16.885
2513,27.323
2514,13.952
2515,6.3328
2516,36.636
2517,10.63
2518,6.1771
2519,22.36
2520,45.809
2521,42.531
2522,6.9671
2523,36.952
2524,35.648
2525,45.524
2526,47.215
2527,46.937
2528,13.842
2529,44.749
2530,27.845
2531,32.964
2532,28.032
2533,18.992
2534,5.1366
2535,20.043
2536,6.9942
2537,42.414
2538,35.903
2539,45.27
2540,14.598
2541,23.773
2542,38.267
2543,38.075
2544,41.185
2545,43.988
2546,24.736
2547,7.2132
2548,35.472
2549,42.677
2550,32.755
2551,5.9523
2552,2.1796
2553,23.548
2554,23.633
2555,18.696
2556,36.954
2557,25.297
2558,35.624
2559,28.697
2560,5.5719
2561,26.116
2562,11.903
2563,23.843
2564,41.414
2565,32.64
2566,29.65
2567,5.3069
2568,20.282
2569,43.545
2570,24.52
2571,26.971
2572,22.159
2573,17.98
2574,22.385
2575,18.491
2576,32.037
2577,39.138
2578,7.7447
2579,17.265
2580,2.457
2581,18.597
2582,43.5
2583,45.149
2584,21.887
2585,26.019
2586,40.674
2587,49.542
2588,14.058
2589,4.7656
2590,17.168
2591,33.214
2592,8.4196
2593,21.776
2594,13.714
2595,19.504
2596,44.848
2597,40.704
2598,34.958
2599,15.882
2600,38.449
2601,43.517
2602,6.0357
2603,39.262
2604,23.762
2605,43.604
2606,28.963
2607,30.115
2608,7.647
2609,24.816
2610,13.836
2611,21.524
2612,25.706
2613,14.006
2614,30.856
2615,39.725
2616,28.136
2617,17.628
2618,25.433
2619,25.77
2620,28.278
2621,44.45
2622,34.166
2623,28.843
2624,20.052
2625,30.578
2626,6.337
2627,46.235
2628,5.4327
2629,40.212
2630,32.671
2631,11.83
2632,39.39
2633,17.451
2634,15.721
2635,8.6398
2636,18.336
2637,15.229
2638,9.9804
2639,32.763
2640,13.236
2641,34.491
2642,46.015
2643,13.707
2644,22.747
2645,1.6994
2646,20.926
2647,20.566
2648,22.616
2649,37.882
2650,31.636
2651,19.848
2652,33.168
2653,43.371
2654,12.783
2655,25.379
2656,8.8811
2657,41.465
2658,40.551
2659,26.527
2660,29.57
2661,20.574
2662,12.531
2663,46.654
2664,2.1496
2665,9.1871
2666,27.92
2667,12.094
2668,16.871
2669,35.544
2670,40.274
2671,46.268
2672,12.215
2673,2.0979
2674,42.455
2675,38.152
2676,20.983
2677,40.823
2678,16.879
2679,33.84
2680,13.73
2681,44.575
2682,22.702
2683,26.03
2684,36.389
2685,26.075
2686,22.352
2687,23.144
2688,32.166
2689,13.819
2690,21.67
2691,44.591
2692,14.505
2693,24.2
2694,13.491
2695,43.707
2696,46.403
2697,21.935
2698,6.6462
2699,29.394
2700,32.797
2701,44.452
2702,15.551
2703,47.106
2704,37.849
2705,31.242
2706,47.418
2707,43.615
2708,12.443
2709,28.612
2710,4.2492
2711,28.114
2712,40.403
2713,11.96
2714,40.973
2715,1.648
2716,27.847
2717,33.943
2718,2.3904
2719,16.598
2720,11.96
2721,13.535
2722,34.664
2723,42.631
2724,13.312
2725,11.887
2726,17.247
2727,1.4358
2728,12.972
2729,30.163
2730,44.282
2731,37.864
2732,12.707
2733,12.844
2734,33.519
2735,18.38
2736,8.117
2737,39.674
2738,36.617
2739,26.436
2740,12.272
2741,19.764
2742,2.5368
2743,16.754
2744,46.547
2745,19.49
2746,36.511
2747,7.2203
2748,35.692
2749,27.168
2750,8.8092
2751,12.58
2752,7.3398
2753,23.625
2754,45.533
2755,35.184
2756,18.655
2757,41.402
2758,22.36
2759,43.488
2760,23.523
2761,23.034
2762,26.623
2763,34.248
2764,39.022
2765,26.684
2766,18.589
2767,34.29
2768,19.497
2769,29.761
2770,8.5311
2771,23.672
2772,4.9646
2773,9.2927
2774,11.485
2775,9.7977
2776,11.146
2777,18.351
2778,11.611
2779,44.398
2780,23.342
2781,24.183
2782,28.029
2783,44.472
2784,18.521
2785,32.182
2786,8.933
2787,40.187
2788,8.0165
2789,3.2584
2790,18.883
2791,32.622
2792,11.848
2793,8.5571
2794,4.2697
2795,25.028
2796,10.002
2797,18.931
2798,12.533
2799,44.545
2800,33.666
2801,9.1535
2802,10.214
2803,21.514
2804,1.9782
2805,46.712
2806,10.228
2807,22.778
2808,4.5779
2809,22.451
2810,36.371
2811,23.29
2812,23.556
2813,37.054
2814,26.585
2815,42.879
2816,39.871
2817,34.917
2818,5.5366
2819,40.845
2820,32.79
2821,39.113
2822,45.243
2823,34.336
2824,40.571
2825,49.11
2826,28.122
2827,28.073
2828,41.586
2829,33.599
2830,27.36
2831,12.237
2832,17.099
2833,9.4034
2834,10.337
2835,36.658
2836,34.799
2837,36.558
2838,39.153
2839,25.725
2840,26.411
2841,43.247
2842,26.155
2843,48.934
2844,31.59
2845,24.253
2846,43.362
2847,17.02
2848,23.863
2849,40.532
2850,7.0365
2851,2.4785
2852,19.475
2853,33.812
2854,44.522
2855,33.376
2856,17.237
2857,23.975
2858,33.068
2859,39.428
2860,16.541
2861,13.24
2862,30.503
2863,31.19
2864,11.655
2865,46.355
2866,26.388
2867,32.359
2868,37.443
2869,46.054
2870,17.711
2871,18.511
2872,20.565
2873,27.215
2874,8.7727
2875,16.759
2876,6.5896
2877,33.749
2878,33.675
2879,40.829
2880,8.8188
2881,35.806
2882,21.822
2883,45.326
2884,13.95
2885,17.879
2886,40.957
2887,29.93
2888,1.7815
2889,10.809
2890,35.352
2891,17.916
2892,17.938
2893,9.3223
2894,13.399
2895,44.829
2896,17.044
2897,25.91
2898,40.413
2899,22.141
2900,47.333
2901,5.2131
2902,22.878
2903,42.627
2904,19.628
2905,3.8788
2906,39.17
2907,11.967
2908,41.541
2909,13.853
2910,15.215
2911,23.001
2912,31.634
2913,11.169
2914,28.91
2915,1.6076
2916,5.7408
2917,5.4833
2918,43.521
2919,36.498
2920,37.615
2921,6.0006
2922,31.099
2923,4.4124
2924,34.449
2925,40.626
2926,4.0997
2927,23.02
2928,35.857
2929,23.062
2930,40.545
2931,33.745
2932,41.393
2933,43.602
2934,26.085
2935,3.0185
2936,10.698
2937,20.902
2938,25.841
2939,43.889
2940,21.209
2941,42.382
2942,18.674
2943,33.688
2944,33.447
2945,44.878
2946,7.3009
2947,24.067
2948,14.432
2949,17.887
2950,30.65
2951,29.563
2952,20.109
2953,41.288
2954,25.067
2955,27.641
2956,22.005
2957,33.049
2958,23.917
2959,38.347
2960,47.83
2961,29.362
2962,22.538
2963,37.838
2964,25.858
2965,17.159
2966,42.903
2967,30.559
2968,27.717
2969,34.96
2970,28.281
2971,23.951
2972,17.82
2973,25.546
2974,25.787
2975,24.757
2976,24.79
2977,17.482
2978,35.837
2979,26.286
2980,41.465
2981,6.0964
2982,11.469
2983,47.454
2984,6.6264
2985,34.695
2986,31.99
2987,18.343
2988,39.786
2989,39.041
2990,24.938
2991,23.831
2992,18.794
2993,45.987
2994,6.8256
2995,7.4463
2996,42.32
2997,34.215
2998,3.8691
2999,14.729
3000,10.203
3001,32.182
3002,37.051
3003,32.688
3004,7.8431
3005,9.9232
3006,24.841
3007,31.268
3008,17.623
3009,8.4353
3010,37.401
3011,20.419
3012,24.355
3013,9.0134
3014,13.596
3015,43.137
3016,28.385
3017,8.6386
3018,42.471
3019,16.439
3020,2.3744
3021,16.51
3022,4.5197
3023,18.591
3024,4.9209
3025,4.7483
3026,34.552
3027,38.779
3028,15.461
3029,44.095
3030,14.297
3031,35.397
3032,46.908
3033,43.065
3034,45.335
3035,14.851
3036,14.995
3037,37.869
3038,11.617
3039,33.51
3040,13.049
3041,3.3569
3042,8.7683
3043,20.522
3044,38.352
3045,21.324
3046,43.614
3047,3.1957
3048,31.602
3049,23.59
3050,22.393
3051,6.9089
3052,10.937
3053,44.599
3054,21.698
3055,15.586
3056,5.9627
3057,19.137
3058,31.416
3059,17.035
3060,45.645
3061,44.887
3062,17.421
3063,35.235
3064,12.991
3065,29.745
3066,33.857
3067,24.033
3068,4.5243
3069,4.2679
3070,39.223
3071,25.975
3072,18.074
3073,20.917
3074,37.909
3075,13.929
3076,8.3568
3077,1.9505
3078,41.496
3079,16.314
3080,6.9586
3081,44.749
3082,41.233
3083,43.853
3084,16.521
3085,19.197
3086,37.749
3087,22.818
3088,22.269
3089,40.633
3090,17.841
3091,30.192
3092,40.446
3093,19.875
3094,36.683
3095,38.649
3096,9.142
3097,45.273
3098,26.28
3099,23.713
3100,3.9406
3101,24.443
3102,21.685
3103,13.813
3104,14.721
3105,46.373
3106,14.521
3107,49.503
3108,34.435
3109,46.697
3110,18.537
3111,35.454
3112,19.359
3113,13.813
3114,28.817
3115,43.16
3116,43.324
3117,8.4821
3118,47.668
3119,33.396
3120,1.8939
3121,10.132
3122,4.4984
3123,37.718
3124,38.844
3125,2.9269
3126,1.5727
3127,45.911
3128,44.702
3129,43.036
3130,44.741
3131,30.666
3132,47.502
3133,13.628
3134,15.557
3135,19.254
3136,19.326
3137,35.511
3138,35.578
3139,33.654
3140,6.0071
3141,21.803
3142,25.634
3143,41.836
3144,9.3254
3145,43.948
3146,36.746
3147,1.984
3148,5.9819
3149,44.744
3150,34.644
3151,47.933
3152,43.731
3153,16.106
3154,7.1608
3155,4.2504
3156,36.22
3157,28.037
3158,12.95
3159,15.37
3160,24.869
3161,14.242
3162,11.569
3163,4.1034
3164,25.026
3165,43.67
3166,19.333
3167,7.6494
3168,8.5291
3169,47.803
3170,22.69
3171,9.5951
3172,11.504
3173,10.635
3174,29.961
3175,11.387
3176,26.992
3177,5.1721
3178,18.514
3179,40.557
3180,21.352
3181,18.359
3182,38.278
3183,14.181
3184,25.822
3185,15.101
3186,6.1343
3187,34.073
3188,31.877
3189,29.34
3190,46.21
3191,12.961
3192,48.375
3193,13.069
3194,15.899
3195,39.974
3196,30.718
3197,21.102
3198,6.1801
3199,23.623
3200,28.226
3201,14.927
3202,34.192
3203,41.463
3204,12.267
3205,40.507
3206,41.831
3207,6.9638
3208,24.423
3209,19.601
3210,38.13
3211,34.787
3212,47.311
3213,47.996
3214,3.8736
3215,21.752
3216,5.8904
3217,35.927
3218,37.756
3219,7.7248
3220,34.172
3221,11.332
3222,38.02
3223,12.0
3224,1.7951
3225,23.319
3226,15.875
3227,33.847
3228,25.872
3229,19.633
3230,28.743
3231,45.229
3232,12.589
3233,16.706
3234,2.4872
3235,15.577
3236,27.044
3237,36.573
3238,40.663
3239,6.1039
3240,6.2785
3241,36.2
3242,33.817
3243,36.295
3244,30.109
3245,24.112
3246,25.351
3247,14.473
3248,47.537
3249,17.947
3250,44.864
3251,15.195
3252,1.4643
3253,9.8518
3254,22.858
3255,36.828
3256,37.139
3257,27.37
3258,19.229
3259,16.558
3260,15.086
3261,26.679
3262,19.085
3263,15.243
3264,17.467
3265,23.85
3266,22.155
3267,15.613
3268,38.261
3269,27.364
3270,18.011
3271,12.203
3272,38.577
3273,43.627
3274,39.19
3275,27.708
3276,4.3703
3277,26.727
3278,39.491
3279,25.719
3280,16.434
3281,40.519
3282,36.829
3283,24.207
3284,17.312
3285,43.045
3286,25.236
3287,29.531
3288,6.3872
3289,22.634
3290,45.746
3291,27.08
3292,27.005
3293,13.074
3294,33.08
3295,37.032
3296,41.166
3297,43.057
3298,37.318
3299,32.6
3300,21.754
3301,37.962
3302,26.869
3303,2.0421
3304,17.937
3305,43.942
3306,22.869
3307,38.176
3308,22.607
3309,48.103
3310,7.4041
3311,45.438
3312,44.165
3313,27.8
3314,26.329
3315,25.386
3316,36.177
3317,14.619
3318,44.214
3319,10.009
3320,32.166
3321,7.3489
3322,44.857
3323,44.954
3324,20.884
3325,26.656
3326,26.247
3327,35.603
3328,7.7604
3329,16.531
3330,21.327
3331,16.922
3332,42.084
3333,28.269
3334,25.856
3335,39.628
3336,23.943
3337,37.759
3338,2.6423
3339,26.727
3340,33.662
3341,35.494
3342,33.224
3343,37.146
3344,21.575
3345,44.285
3346,30.644
3347,14.319
3348,30.007
3349,28.146
3350,27.061
3351,9.5674
3352,34.585
3353,12.298
3354,6.3695
3355,45.778
3356,9.868
3357,21.515
3358,42.621
3359,34.696
3360,13.236
3361,25.087
3362,19.896
3363,17.189
3364,48.811
3365,37.487
3366,47.139
3367,17.055
3368,43.828
3369,23.794
3370,11.883
3371,37.72
3372,36.341
3373,10.791
3374,30.026
3375,5.2535
3376,18.001
3377,11.302
3378,14.992
3379,6.2769
3380,40.793
3381,47.672
3382,32.887
3383,17.435
3384,26.111
3385,8.9588
3386,20.961
3387,34.894
3388,26.891
3389,22.166
3390,43.049
3391,1.6852
3392,33.272
3393,38.758
3394,11.313
3395,45.165
3396,14.306
3397,25.576
3398,17.433
3399,12.521
3400,12.98
3401,11.906
3402,31.983
3403,14.97
3404,14.634
3405,21.65
3406,2.9269
3407,2.6784
3408,27.123
3409,4.1624
3410,12.154
3411,21.223
3412,46.063
3413,2.1947
3414,22.958
3415,28.115
3416,40.768
3417,24.438
3418,11.341
3419,7.6425
3420,3.2039
3421,44.575
3422,39.609
3423,19.697
3424,9.139
3425,30.827
3426,48.549
3427,45.46
3428,2.9654
3429,29.337
3430,25.255
3431,7.7779
3432,38.441
3433,18.622
3434,23.229
3435,19.749
3436,6.729
3437,20.416
3438,12.763
3439,43.674
3440,8.5259
3441,30.493
3442,37.793
3443,6.0161
3444,48.56
3445,24.388
3446,25.515
3447,24.079
3448,26.22
3449,25.846
3450,38.327
3451,38.572
3452,14.26
3453,29.384
3454,22.34
3455,36.93
3456,45.096
3457,12.42
3458,14.001
3459,46.908
3460,45.509
3461,40.599
3462,23.333
3463,33.775
3464,10.074
3465,20.77
3466,23.805
3467,45.192
3468,18.591
3469,28.446
3470,22.816
3471,31.318
3472,32.962
3473,11.413
3474,2.8525
3475,39.717
3476,6.7215
3477,31.146
3478,17.271
3479,28.777
3480,29.328
3481,5.1672
3482,31.621
3483,26.85
3484,1.7622
3485,36.779
3486,31.33
3487,11.933
3488,46.148
3489,18.156
3490,6.0107
3491,36.593
3492,42.375
3493,16.337
3494,36.705
3495,20.013
3496,48.127
3497,40.034
3498,2.021
3499,41.491
3500,3.1174
3501,38.587
3502,22.599
3503,17.648
3504,28.684
3505,32.041
3506,5.9734
3507,10.612
3508,37.14
3509,47.818
3510,19.707
3511,46.773
3512,35.553
3513,38.879
3514,30.049
3515,23.899
3516,5.0157
3517,2.3859
3518,23.015
3519,15.166
3520,15.197
3521,43.544
3522,22.106
3523,10.532
3524,31.029
3525,34.532
3526,36.716
3527,16.697
3528,6.519
3529,41.479
3530,27.938
3531,47.383
3532,28.517
3533,38.79
3534,39.973
3535,27.546
3536,23.753
3537,28.48
3538,17.689
3539,34.652
3540,8.1517
3541,37.487
3542,24.511
3543,10.113
3544,49.68
3545,31.212
3546,22.326
3547,8.9
3548,22.757
3549,11.235
3550,45.958
3551,31.462
3552,44.128
3553,21.925
3554,1.173
3555,29.111
3556,32.916
3557,24.637
3558,23.766
3559,13.547
3560,7.4186
3561,32.223
3562,7.9493
3563,30.862
3564,37.381
3565,32.786
3566,22.95
3567,10.516
3568,36.53
3569,13.268
3570,19.509
3571,11.516
3572,27.08
3573,7.9749
3574,7.3036
3575,29.574
3576,45.561
3577,49.057
3578,34.13
3579,23.257
3580,36.707
3581,30.859
3582,30.13
3583,38.834
3584,10.469
3585,22.501
3586,22.842
3587,6.2661
3588,11.406
3589,42.006
3590,32.612
3591,31.827
3592,47.077
3593,20.717
3594,17.325
3595,5.0389
3596,47.735
3597,29.405
3598,49.113
3599,14.142
3600,9.3547
3601,6.1154
3602,26.163
3603,28.287
3604,39.276
3605,36.408
3606,5.9327
3607,35.062
3608,33.813
3609,8.8267
3610,25.572
3611,33.691
3612,28.404
3613,9.3557
3614,15.991
3615,40.33
3616,15.418
3617,11.92
3618,7.8152
3619,28.668
3620,27.255
3621,32.551
3622,33.657
3623,20.455
3624,3.0573
3625,12.146
3626,37.086
3627,32.186
3628,40.906
3629,43.213
3630,44.56
3631,19.107
3632,6.4908
3633,40.596
3634,46.761
3635,40.853
3636,26.055
3637,2.3825
3638,28.818
3639,32.481
3640,29.499
3641,4.608
3642,6.7231
3643,7.2002
3644,3.7651
3645,44.457
3646,16.07
3647,7.4883
3648,26.216
3649,32.632
3650,47.436
3651,42.886
3652,10.919
3653,46.093
3654,43.401
3655,11.332
3656,14.699
3657,2.999
3658,17.528
3659,22.095
3660,35.74
3661,41.315
3662,12.674
3663,25.704
3664,42.387
3665,23.907
3666,43.988
3667,12.659
3668,46.926
3669,19.301
3670,44.971
3671,32.668
3672,18.051
3673,16.355
3674,17.303
3675,40.756
3676,29.052
3677,23.905
3678,20.531
3679,3.5745
3680,26.145
3681,32.243
3682,16.321
3683,25.955
3684,47.559
3685,25.438
3686,19.493
3687,14.384
3688,34.599
3689,8.8566
3690,46.807
3691,5.7797
3692,35.579
3693,32.857
3694,31.306
3695,31.465
3696,40.99
3697,17.609
3698,40.469
3699,7.9713
3700,12.115
3701,23.996
3702,29.265
3703,21.502
3704,20.025
3705,35.891
3706,45.539
3707,35.01
3708,17.952
3709,5.9397
3710,12.099
3711,37.683
3712,12.752
3713,37.859
3714,15.211
3715,30.358
3716,32.003
3717,5.0558
3718,28.135
3719,40.744
3720,4.8282
3721,28.223
3722,29.104
3723,28.125
3724,9.0947
3725,37.304
3726,17.934
3727,2.8693
3728,32.432
3729,7.4095
3730,6.9657
3731,28.048
3732,25.671
3733,30.357
3734,5.8135
3735,44.788
3736,38.379
3737,9.2592
3738,27.273
3739,31.205
3740,3.8282
3741,6.2263
3742,30.118
3743,32.464
3744,37.719
3745,35.558
3746,37.496
3747,13.371
3748,33.532
3749,11.855
3750,43.768
3751,20.849
3752,24.698
3753,21.386
3754,12.483
3755,19.718
3756,29.351
3757,38.484
3758,40.047
3759,32.924
3760,28.051
3761,29.732
3762,10.556
3763,10.14
3764,20.134
3765,26.523
3766,5.0784
3767,36.739
3768,27.76
3769,19.967
3770,15.409
3771,11.18
3772,28.1
3773,16.704
3774,29.997
3775,32.678
3776,16.183
3777,5.7558
3778,38.811
3779,47.62
3780,47.502
3781,28.156
3782,4.2922
3783,21.324
3784,35.03
3785,2.3148
3786,10.056
3787,29.744
3788,6.3593
3789,18.512
3790,4.5996
3791,36.79
3792,7.557
3793,31.277
3794,45.718
3795,33.108
3796,42.269
3797,3.0937
3798,47.319
3799,7.6622
3800,45.855
3801,21.716
3802,22.704
3803,20.278
3804,6.7313
3805,9.3259
3806,15.461
3807,4.232
3808,9.4995
3809,42.565
3810,28.878
3811,45.954
3812,2.6516
3813,7.2363
3814,41.431
3815,4.3216
3816,23.491
3817,7.7245
3818,33.187
3819,34.928
3820,42.55
3821,45.082
3822,12.411
3823,22.117
3824,45.267
3825,41.082
3826,18.377
3827,40.734
3828,9.3496
3829,15.47
3830,7.9728
3831,35.46
3832,14.357
3833,24.574
3834,26.014
3835,28.056
3836,10.522
3837,38.233
3838,33.534
3839,15.876
3840,32.587
3841,17.642
3842,42.924
3843,34.988
3844,37.332
3845,15.285
3846,6.218
3847,37.657
3848,41.059
3849,38.829
3850,8.0945
3851,41.442
3852,21.324
3853,28.314
3854,29.514
3855,25.883
3856,32.816
3857,46.716
3858,17.977
3859,34.305
3860,30.008
3861,11.927
3862,22.465
3863,29.966
3864,28.265
3865,25.002
3866,25.215
3867,27.947
3868,27.309
3869,5.5848
3870,4.0134
3871,14.167
3872,22.392
3873,21.585
3874,26.97
3875,19.279
3876,14.96
3877,29.49
3878,28.582
3879,4.427
3880,43.272
3881,25.191
3882,22.827
3883,46.439
3884,5.2983
3885,16.372
3886,39.697
3887,6.7748
3888,3.7064
3889,45.886
3890,5.5134
3891,37.5
3892,46.944
3893,32.459
3894,5.8597
3895,40.865
3896,38.174
3897,21.209
3898,21.384
3899,21.198
3900,4.7893
3901,12.051
3902,47.624
3903,21.628
3904,45.795
3905,13.084
3906,23.989
3907,43.487
3908,43.743
3909,9.7564
3910,38.183
3911,15.375
3912,20.929
3913,41.041
3914,28.623
3915,23.672
3916,11.611
3917,28.638
3918,46.419
3919,18.151
3920,6.148
3921,27.861
3922,15.343
3923,2.0971
3924,3.1783
3925,33.88
3926,27.994
3927,18.164
3928,18.292
3929,19.765
3930,30.597
3931,12.101
3932,7.8806
3933,35.92
3934,2.5872
3935,40.892
3936,38.384
3937,22.316
3938,27.993
3939,16.477
3940,29.479
3941,5.7374
3942,3.6701
3943,40.062
3944,33.984
3945,43.998
3946,43.14
3947,39.491
3948,15.042
3949,30.61
3950,29.901
3951,32.504
3952,40.973
3953,33.014
3954,16.191
3955,36.356
3956,46.413
3957,12.379
3958,15.769
3959,41.27
3960,10.515
3961,29.923
3962,4.0927
3963,2.6368
3964,21.958
3965,28.795
3966,21.375
3967,21.589
3968,23.435
3969,37.424
3970,39.163
3971,43.611
3972,12.117
3973,17.1
3974,13.08
3975,17.656
3976,46.863
3977,22.506
3978,47.987
3979,34.217
3980,46.131
3981,22.605
3982,34.839
3983,41.04
3984,34.435
3985,45.367
3986,11.035
3987,49.121
3988,4.5977
3989,3.4603
3990,15.194
3991,17.763
3992,44.863
3993,25.607
3994,14.37
3995,21.968
3996,47.443
3997,1.6781
3998,36.701
3999,1.5463
4000,41.619
4001,43.266
4002,42.495
4003,48.082
4004,27.306
4005,21.188
4006,43.676
4007,6.4139
4008,43.072
4009,14.461
4010,11.312
4011,42.496
4012,2.8246
4013,42.45
4014,31.845
4015,33.563
4016,49.75
4017,8.9979
4018,18.52
4019,17.333
4020,3.526
4021,32.594
4022,35.396
4023,45.619
4024,24.503
4025,14.446
4026,11.637
4027,41.27
4028,26.055
4029,8.9548
4030,10.109
4031,45.992
4032,19.571
4033,46.452
4034,42.104
4035,2.9526
4036,2.5418
4037,25.883
4038,25.236
4039,26.488
4040,30.725
4041,45.817
4042,33.022
4043,6.5793
4044,3.1257
4045,15.887
4046,44.893
4047,34.248
4048,2.101
4049,39.46
4050,13.133
