index,R,left_image_path,right_image_path
1599,20.08,01000-01999/01599L_(20.08).png,01000-01999/01599R_(20.08).png
1600,30.27,01000-01999/01600L_(30.27).png,01000-01999/01600R_(30.27).png
1601,9.6639,01000-01999/01601L_(9.6639).png,01000-01999/01601R_(9.6639).png
1602,35.416,01000-01999/01602L_(35.416).png,01000-01999/01602R_(35.416).png
1603,0.90009,01000-01999/01603L_(0.90009).png,01000-01999/01603R_(0.90009).png
1604,34.407,01000-01999/01604L_(34.407).png,01000-01999/01604R_(34.407).png
1605,18.938,01000-01999/01605L_(18.938).png,01000-01999/01605R_(18.938).png
1606,19.656,01000-01999/01606L_(19.656).png,01000-01999/01606R_(19.656).png
1607,21.413,01000-01999/01607L_(21.413).png,01000-01999/01607R_(21.413).png
1608,47.142,01000-01999/01608L_(47.142).png,01000-01999/01608R_(47.142).png
1609,1.9977,01000-01999/01609L_(1.9977).png,01000-01999/01609R_(1.9977).png
1610,8.923,01000-01999/01610L_(8.923).png,01000-01999/01610R_(8.923).png
1611,21.736,01000-01999/01611L_(21.736).png,01000-01999/01611R_(21.736).png
1612,12.9,01000-01999/01612L_(12.9).png,01000-01999/01612R_(12.9).png
1613,18.346,01000-01999/01613L_(18.346).png,01000-01999/01613R_(18.346).png
1614,8.8629,01000-01999/01614L_(8.8629).png,01000-01999/01614R_(8.8629).png
1615,40.062,01000-01999/01615L_(40.062).png,01000-01999/01615R_(40.062).png
1616,44.155,01000-01999/01616L_(44.155).png,01000-01999/01616R_(44.155).png
1617,13.739,01000-01999/01617L_(13.739).png,01000-01999/01617R_(13.739).png
1618,16.804,01000-01999/01618L_(16.804).png,01000-01999/01618R_(16.804).png
1619,30.165,01000-01999/01619L_(30.165).png,01000-01999/01619R_(30.165).png
1620,12.328,01000-01999/01620L_(12.328).png,01000-01999/01620R_(12.328).png
1621,2.7408,01000-01999/01621L_(2.7408).png,01000-01999/01621R_(2.7408).png
1622,23.836,01000-01999/01622L_(23.836).png,01000-01999/01622R_(23.836).png
1623,42.233,01000-01999/01623L_(42.233).png,01000-01999/01623R_(42.233).png
1624,45.375,01000-01999/01624L_(45.375).png,01000-01999/01624R_(45.375).png
1625,8.9065,01000-01999/01625L_(8.9065).png,01000-01999/01625R_(8.9065).png
1626,30.348,01000-01999/01626L_(30.348).png,01000-01999/01626R_(30.348).png
1627,36.011,01000-01999/01627L_(36.011).png,01000-01999/01627R_(36.011).png
1628,15.12,01000-01999/01628L_(15.12).png,01000-01999/01628R_(15.12).png
1629,14.093,01000-01999/01629L_(14.093).png,01000-01999/01629R_(14.093).png
1630,14.162,01000-01999/01630L_(14.162).png,01000-01999/01630R_(14.162).png
1631,40.155,01000-01999/01631L_(40.155).png,01000-01999/01631R_(40.155).png
1632,1.4985,01000-01999/01632L_(1.4985).png,01000-01999/01632R_(1.4985).png
1633,13.036,01000-01999/01633L_(13.036).png,01000-01999/01633R_(13.036).png
1634,43.442,01000-01999/01634L_(43.442).png,01000-01999/01634R_(43.442).png
1635,15.155,01000-01999/01635L_(15.155).png,01000-01999/01635R_(15.155).png
1636,31.593,01000-01999/01636L_(31.593).png,01000-01999/01636R_(31.593).png
1637,32.208,01000-01999/01637L_(32.208).png,01000-01999/01637R_(32.208).png
1638,41.987,01000-01999/01638L_(41.987).png,01000-01999/01638R_(41.987).png
1639,23.586,01000-01999/01639L_(23.586).png,01000-01999/01639R_(23.586).png
1640,38.033,01000-01999/01640L_(38.033).png,01000-01999/01640R_(38.033).png
1641,46.996,01000-01999/01641L_(46.996).png,01000-01999/01641R_(46.996).png
1642,29.087,01000-01999/01642L_(29.087).png,01000-01999/01642R_(29.087).png
1643,22.162,01000-01999/01643L_(22.162).png,01000-01999/01643R_(22.162).png
1644,24.767,01000-01999/01644L_(24.767).png,01000-01999/01644R_(24.767).png
1645,43.34,01000-01999/01645L_(43.34).png,01000-01999/01645R_(43.34).png
1646,38.336,01000-01999/01646L_(38.336).png,01000-01999/01646R_(38.336).png
1647,10.996,01000-01999/01647L_(10.996).png,01000-01999/01647R_(10.996).png
1648,16.807,01000-01999/01648L_(16.807).png,01000-01999/01648R_(16.807).png
1649,9.1712,01000-01999/01649L_(9.1712).png,01000-01999/01649R_(9.1712).png
1650,8.4603,01000-01999/01650L_(8.4603).png,01000-01999/01650R_(8.4603).png
1651,8.6694,01000-01999/01651L_(8.6694).png,01000-01999/01651R_(8.6694).png
1652,10.494,01000-01999/01652L_(10.494).png,01000-01999/01652R_(10.494).png
1653,33.289,01000-01999/01653L_(33.289).png,01000-01999/01653R_(33.289).png
1654,30.13,01000-01999/01654L_(30.13).png,01000-01999/01654R_(30.13).png
1655,31.524,01000-01999/01655L_(31.524).png,01000-01999/01655R_(31.524).png
1656,35.86,01000-01999/01656L_(35.86).png,01000-01999/01656R_(35.86).png
1657,21.791,01000-01999/01657L_(21.791).png,01000-01999/01657R_(21.791).png
1658,34.874,01000-01999/01658L_(34.874).png,01000-01999/01658R_(34.874).png
1659,13.614,01000-01999/01659L_(13.614).png,01000-01999/01659R_(13.614).png
1660,42.87,01000-01999/01660L_(42.87).png,01000-01999/01660R_(42.87).png
1661,20.605,01000-01999/01661L_(20.605).png,01000-01999/01661R_(20.605).png
1662,21.082,01000-01999/01662L_(21.082).png,01000-01999/01662R_(21.082).png
1663,33.2,01000-01999/01663L_(33.2).png,01000-01999/01663R_(33.2).png
1664,30.01,01000-01999/01664L_(30.01).png,01000-01999/01664R_(30.01).png
1665,39.048,01000-01999/01665L_(39.048).png,01000-01999/01665R_(39.048).png
1666,32.601,01000-01999/01666L_(32.601).png,01000-01999/01666R_(32.601).png
1667,27.283,01000-01999/01667L_(27.283).png,01000-01999/01667R_(27.283).png
1668,43.39,01000-01999/01668L_(43.39).png,01000-01999/01668R_(43.39).png
1669,43.488,01000-01999/01669L_(43.488).png,01000-01999/01669R_(43.488).png
1670,17.352,01000-01999/01670L_(17.352).png,01000-01999/01670R_(17.352).png
1671,13.953,01000-01999/01671L_(13.953).png,01000-01999/01671R_(13.953).png
1672,44.737,01000-01999/01672L_(44.737).png,01000-01999/01672R_(44.737).png
1673,43.026,01000-01999/01673L_(43.026).png,01000-01999/01673R_(43.026).png
1674,22.881,01000-01999/01674L_(22.881).png,01000-01999/01674R_(22.881).png
1675,33.609,01000-01999/01675L_(33.609).png,01000-01999/01675R_(33.609).png
1676,17.373,01000-01999/01676L_(17.373).png,01000-01999/01676R_(17.373).png
1677,22.111,01000-01999/01677L_(22.111).png,01000-01999/01677R_(22.111).png
1678,30.014,01000-01999/01678L_(30.014).png,01000-01999/01678R_(30.014).png
1679,46.526,01000-01999/01679L_(46.526).png,01000-01999/01679R_(46.526).png
1680,19.094,01000-01999/01680L_(19.094).png,01000-01999/01680R_(19.094).png
1681,12.944,01000-01999/01681L_(12.944).png,01000-01999/01681R_(12.944).png
1682,10.009,01000-01999/01682L_(10.009).png,01000-01999/01682R_(10.009).png
1683,12.518,01000-01999/01683L_(12.518).png,01000-01999/01683R_(12.518).png
1684,48.447,01000-01999/01684L_(48.447).png,01000-01999/01684R_(48.447).png
1685,24.423,01000-01999/01685L_(24.423).png,01000-01999/01685R_(24.423).png
1686,21.527,01000-01999/01686L_(21.527).png,01000-01999/01686R_(21.527).png
1687,9.8582,01000-01999/01687L_(9.8582).png,01000-01999/01687R_(9.8582).png
1688,29.033,01000-01999/01688L_(29.033).png,01000-01999/01688R_(29.033).png
1689,9.2365,01000-01999/01689L_(9.2365).png,01000-01999/01689R_(9.2365).png
1690,14.677,01000-01999/01690L_(14.677).png,01000-01999/01690R_(14.677).png
1691,26.47,01000-01999/01691L_(26.47).png,01000-01999/01691R_(26.47).png
1692,10.646,01000-01999/01692L_(10.646).png,01000-01999/01692R_(10.646).png
1693,19.376,01000-01999/01693L_(19.376).png,01000-01999/01693R_(19.376).png
1694,2.8444,01000-01999/01694L_(2.8444).png,01000-01999/01694R_(2.8444).png
1695,37.853,01000-01999/01695L_(37.853).png,01000-01999/01695R_(37.853).png
1696,38.387,01000-01999/01696L_(38.387).png,01000-01999/01696R_(38.387).png
1697,43.4,01000-01999/01697L_(43.4).png,01000-01999/01697R_(43.4).png
1698,33.915,01000-01999/01698L_(33.915).png,01000-01999/01698R_(33.915).png
1699,6.2149,01000-01999/01699L_(6.2149).png,01000-01999/01699R_(6.2149).png
1700,10.083,01000-01999/01700L_(10.083).png,01000-01999/01700R_(10.083).png
1701,1.7611,01000-01999/01701L_(1.7611).png,01000-01999/01701R_(1.7611).png
1702,37.35,01000-01999/01702L_(37.35).png,01000-01999/01702R_(37.35).png
1703,44.475,01000-01999/01703L_(44.475).png,01000-01999/01703R_(44.475).png
1704,24.482,01000-01999/01704L_(24.482).png,01000-01999/01704R_(24.482).png
1705,17.901,01000-01999/01705L_(17.901).png,01000-01999/01705R_(17.901).png
1706,47.931,01000-01999/01706L_(47.931).png,01000-01999/01706R_(47.931).png
1707,46.917,01000-01999/01707L_(46.917).png,01000-01999/01707R_(46.917).png
1708,39.306,01000-01999/01708L_(39.306).png,01000-01999/01708R_(39.306).png
1709,9.9286,01000-01999/01709L_(9.9286).png,01000-01999/01709R_(9.9286).png
1710,28.764,01000-01999/01710L_(28.764).png,01000-01999/01710R_(28.764).png
1711,7.7366,01000-01999/01711L_(7.7366).png,01000-01999/01711R_(7.7366).png
1712,14.911,01000-01999/01712L_(14.911).png,01000-01999/01712R_(14.911).png
1713,15.924,01000-01999/01713L_(15.924).png,01000-01999/01713R_(15.924).png
1714,8.191,01000-01999/01714L_(8.191).png,01000-01999/01714R_(8.191).png
1715,12.156,01000-01999/01715L_(12.156).png,01000-01999/01715R_(12.156).png
1716,43.152,01000-01999/01716L_(43.152).png,01000-01999/01716R_(43.152).png
1717,36.49,01000-01999/01717L_(36.49).png,01000-01999/01717R_(36.49).png
1718,25.137,01000-01999/01718L_(25.137).png,01000-01999/01718R_(25.137).png
1719,31.712,01000-01999/01719L_(31.712).png,01000-01999/01719R_(31.712).png
1720,29.005,01000-01999/01720L_(29.005).png,01000-01999/01720R_(29.005).png
1721,3.9456,01000-01999/01721L_(3.9456).png,01000-01999/01721R_(3.9456).png
1722,20.223,01000-01999/01722L_(20.223).png,01000-01999/01722R_(20.223).png
1723,32.161,01000-01999/01723L_(32.161).png,01000-01999/01723R_(32.161).png
1724,39.506,01000-01999/01724L_(39.506).png,01000-01999/01724R_(39.506).png
1725,34.841,01000-01999/01725L_(34.841).png,01000-01999/01725R_(34.841).png
1726,47.274,01000-01999/01726L_(47.274).png,01000-01999/01726R_(47.274).png
1727,25.533,01000-01999/01727L_(25.533).png,01000-01999/01727R_(25.533).png
1728,45.475,01000-01999/01728L_(45.475).png,01000-01999/01728R_(45.475).png
1729,31.646,01000-01999/01729L_(31.646).png,01000-01999/01729R_(31.646).png
1730,14.701,01000-01999/01730L_(14.701).png,01000-01999/01730R_(14.701).png
1731,25.99,01000-01999/01731L_(25.99).png,01000-01999/01731R_(25.99).png
1732,42.402,01000-01999/01732L_(42.402).png,01000-01999/01732R_(42.402).png
1733,27.013,01000-01999/01733L_(27.013).png,01000-01999/01733R_(27.013).png
1734,18.271,01000-01999/01734L_(18.271).png,01000-01999/01734R_(18.271).png
1735,17.883,01000-01999/01735L_(17.883).png,01000-01999/01735R_(17.883).png
1736,28.496,01000-01999/01736L_(28.496).png,01000-01999/01736R_(28.496).png
1737,37.515,01000-01999/01737L_(37.515).png,01000-01999/01737R_(37.515).png
1738,44.727,01000-01999/01738L_(44.727).png,01000-01999/01738R_(44.727).png
1739,32.905,01000-01999/01739L_(32.905).png,01000-01999/01739R_(32.905).png
1740,19.176,01000-01999/01740L_(19.176).png,01000-01999/01740R_(19.176).png
1741,46.778,01000-01999/01741L_(46.778).png,01000-01999/01741R_(46.778).png
1742,8.254,01000-01999/01742L_(8.254).png,01000-01999/01742R_(8.254).png
1743,40.101,01000-01999/01743L_(40.101).png,01000-01999/01743R_(40.101).png
1744,46.28,01000-01999/01744L_(46.28).png,01000-01999/01744R_(46.28).png
1745,9.8987,01000-01999/01745L_(9.8987).png,01000-01999/01745R_(9.8987).png
1746,6.8124,01000-01999/01746L_(6.8124).png,01000-01999/01746R_(6.8124).png
1747,30.901,01000-01999/01747L_(30.901).png,01000-01999/01747R_(30.901).png
1748,23.725,01000-01999/01748L_(23.725).png,01000-01999/01748R_(23.725).png
1749,33.08,01000-01999/01749L_(33.08).png,01000-01999/01749R_(33.08).png
1750,30.551,01000-01999/01750L_(30.551).png,01000-01999/01750R_(30.551).png
1751,3.4604,01000-01999/01751L_(3.4604).png,01000-01999/01751R_(3.4604).png
1752,22.358,01000-01999/01752L_(22.358).png,01000-01999/01752R_(22.358).png
1753,14.252,01000-01999/01753L_(14.252).png,01000-01999/01753R_(14.252).png
1754,20.872,01000-01999/01754L_(20.872).png,01000-01999/01754R_(20.872).png
1755,16.209,01000-01999/01755L_(16.209).png,01000-01999/01755R_(16.209).png
1756,23.664,01000-01999/01756L_(23.664).png,01000-01999/01756R_(23.664).png
1757,26.825,01000-01999/01757L_(26.825).png,01000-01999/01757R_(26.825).png
1758,9.5921,01000-01999/01758L_(9.5921).png,01000-01999/01758R_(9.5921).png
1759,3.3493,01000-01999/01759L_(3.3493).png,01000-01999/01759R_(3.3493).png
1760,10.444,01000-01999/01760L_(10.444).png,01000-01999/01760R_(10.444).png
1761,39.36,01000-01999/01761L_(39.36).png,01000-01999/01761R_(39.36).png
1762,29.97,01000-01999/01762L_(29.97).png,01000-01999/01762R_(29.97).png
1763,39.323,01000-01999/01763L_(39.323).png,01000-01999/01763R_(39.323).png
1764,47.847,01000-01999/01764L_(47.847).png,01000-01999/01764R_(47.847).png
1765,7.444,01000-01999/01765L_(7.444).png,01000-01999/01765R_(7.444).png
1766,10.018,01000-01999/01766L_(10.018).png,01000-01999/01766R_(10.018).png
1767,41.808,01000-01999/01767L_(41.808).png,01000-01999/01767R_(41.808).png
1768,34.341,01000-01999/01768L_(34.341).png,01000-01999/01768R_(34.341).png
1769,42.074,01000-01999/01769L_(42.074).png,01000-01999/01769R_(42.074).png
1770,9.4396,01000-01999/01770L_(9.4396).png,01000-01999/01770R_(9.4396).png
1771,5.4045,01000-01999/01771L_(5.4045).png,01000-01999/01771R_(5.4045).png
1772,32.341,01000-01999/01772L_(32.341).png,01000-01999/01772R_(32.341).png
1773,43.283,01000-01999/01773L_(43.283).png,01000-01999/01773R_(43.283).png
1774,27.096,01000-01999/01774L_(27.096).png,01000-01999/01774R_(27.096).png
1775,8.1402,01000-01999/01775L_(8.1402).png,01000-01999/01775R_(8.1402).png
1776,41.819,01000-01999/01776L_(41.819).png,01000-01999/01776R_(41.819).png
1777,37.942,01000-01999/01777L_(37.942).png,01000-01999/01777R_(37.942).png
1778,22.095,01000-01999/01778L_(22.095).png,01000-01999/01778R_(22.095).png
1779,12.401,01000-01999/01779L_(12.401).png,01000-01999/01779R_(12.401).png
1780,35.28,01000-01999/01780L_(35.28).png,01000-01999/01780R_(35.28).png
1781,12.692,01000-01999/01781L_(12.692).png,01000-01999/01781R_(12.692).png
1782,37.302,01000-01999/01782L_(37.302).png,01000-01999/01782R_(37.302).png
1783,31.52,01000-01999/01783L_(31.52).png,01000-01999/01783R_(31.52).png
1784,47.183,01000-01999/01784L_(47.183).png,01000-01999/01784R_(47.183).png
1785,25.221,01000-01999/01785L_(25.221).png,01000-01999/01785R_(25.221).png
1786,25.387,01000-01999/01786L_(25.387).png,01000-01999/01786R_(25.387).png
1787,29.919,01000-01999/01787L_(29.919).png,01000-01999/01787R_(29.919).png
1788,37.974,01000-01999/01788L_(37.974).png,01000-01999/01788R_(37.974).png
1789,26.345,01000-01999/01789L_(26.345).png,01000-01999/01789R_(26.345).png
1790,32.303,01000-01999/01790L_(32.303).png,01000-01999/01790R_(32.303).png
1791,20.843,01000-01999/01791L_(20.843).png,01000-01999/01791R_(20.843).png
1792,26.997,01000-01999/01792L_(26.997).png,01000-01999/01792R_(26.997).png
1793,30.392,01000-01999/01793L_(30.392).png,01000-01999/01793R_(30.392).png
1794,19.328,01000-01999/01794L_(19.328).png,01000-01999/01794R_(19.328).png
1795,10.17,01000-01999/01795L_(10.17).png,01000-01999/01795R_(10.17).png
1796,4.1464,01000-01999/01796L_(4.1464).png,01000-01999/01796R_(4.1464).png
1797,27.229,01000-01999/01797L_(27.229).png,01000-01999/01797R_(27.229).png
1798,44.434,01000-01999/01798L_(44.434).png,01000-01999/01798R_(44.434).png
1799,1.5542,01000-01999/01799L_(1.5542).png,01000-01999/01799R_(1.5542).png
1800,23.605,01000-01999/01800L_(23.605).png,01000-01999/01800R_(23.605).png
1801,16.845,01000-01999/01801L_(16.845).png,01000-01999/01801R_(16.845).png
1802,44.474,01000-01999/01802L_(44.474).png,01000-01999/01802R_(44.474).png
1803,28.048,01000-01999/01803L_(28.048).png,01000-01999/01803R_(28.048).png
1804,8.4608,01000-01999/01804L_(8.4608).png,01000-01999/01804R_(8.4608).png
1805,27.775,01000-01999/01805L_(27.775).png,01000-01999/01805R_(27.775).png
1806,16.416,01000-01999/01806L_(16.416).png,01000-01999/01806R_(16.416).png
1807,18.148,01000-01999/01807L_(18.148).png,01000-01999/01807R_(18.148).png
1808,22.119,01000-01999/01808L_(22.119).png,01000-01999/01808R_(22.119).png
1809,33.533,01000-01999/01809L_(33.533).png,01000-01999/01809R_(33.533).png
1810,18.724,01000-01999/01810L_(18.724).png,01000-01999/01810R_(18.724).png
1811,5.4697,01000-01999/01811L_(5.4697).png,01000-01999/01811R_(5.4697).png
1812,41.961,01000-01999/01812L_(41.961).png,01000-01999/01812R_(41.961).png
1813,15.562,01000-01999/01813L_(15.562).png,01000-01999/01813R_(15.562).png
1814,12.207,01000-01999/01814L_(12.207).png,01000-01999/01814R_(12.207).png
1815,18.538,01000-01999/01815L_(18.538).png,01000-01999/01815R_(18.538).png
1816,26.725,01000-01999/01816L_(26.725).png,01000-01999/01816R_(26.725).png
1817,42.002,01000-01999/01817L_(42.002).png,01000-01999/01817R_(42.002).png
1818,10.051,01000-01999/01818L_(10.051).png,01000-01999/01818R_(10.051).png
1819,33.166,01000-01999/01819L_(33.166).png,01000-01999/01819R_(33.166).png
1820,16.573,01000-01999/01820L_(16.573).png,01000-01999/01820R_(16.573).png
1821,3.3969,01000-01999/01821L_(3.3969).png,01000-01999/01821R_(3.3969).png
1822,17.052,01000-01999/01822L_(17.052).png,01000-01999/01822R_(17.052).png
1823,23.628,01000-01999/01823L_(23.628).png,01000-01999/01823R_(23.628).png
1824,9.9027,01000-01999/01824L_(9.9027).png,01000-01999/01824R_(9.9027).png
1825,3.76,01000-01999/01825L_(3.76).png,01000-01999/01825R_(3.76).png
1826,14.472,01000-01999/01826L_(14.472).png,01000-01999/01826R_(14.472).png
1827,17.728,01000-01999/01827L_(17.728).png,01000-01999/01827R_(17.728).png
1828,33.45,01000-01999/01828L_(33.45).png,01000-01999/01828R_(33.45).png
1829,19.529,01000-01999/01829L_(19.529).png,01000-01999/01829R_(19.529).png
1830,34.615,01000-01999/01830L_(34.615).png,01000-01999/01830R_(34.615).png
1831,25.37,01000-01999/01831L_(25.37).png,01000-01999/01831R_(25.37).png
1832,23.575,01000-01999/01832L_(23.575).png,01000-01999/01832R_(23.575).png
1833,9.4142,01000-01999/01833L_(9.4142).png,01000-01999/01833R_(9.4142).png
1834,2.6885,01000-01999/01834L_(2.6885).png,01000-01999/01834R_(2.6885).png
1835,41.714,01000-01999/01835L_(41.714).png,01000-01999/01835R_(41.714).png
1836,8.4413,01000-01999/01836L_(8.4413).png,01000-01999/01836R_(8.4413).png
1837,26.805,01000-01999/01837L_(26.805).png,01000-01999/01837R_(26.805).png
1838,6.9997,01000-01999/01838L_(6.9997).png,01000-01999/01838R_(6.9997).png
1839,24.45,01000-01999/01839L_(24.45).png,01000-01999/01839R_(24.45).png
1840,25.765,01000-01999/01840L_(25.765).png,01000-01999/01840R_(25.765).png
1841,35.729,01000-01999/01841L_(35.729).png,01000-01999/01841R_(35.729).png
1842,12.47,01000-01999/01842L_(12.47).png,01000-01999/01842R_(12.47).png
1843,39.784,01000-01999/01843L_(39.784).png,01000-01999/01843R_(39.784).png
1844,33.565,01000-01999/01844L_(33.565).png,01000-01999/01844R_(33.565).png
1845,48.353,01000-01999/01845L_(48.353).png,01000-01999/01845R_(48.353).png
1846,40.007,01000-01999/01846L_(40.007).png,01000-01999/01846R_(40.007).png
1847,43.051,01000-01999/01847L_(43.051).png,01000-01999/01847R_(43.051).png
1848,2.3098,01000-01999/01848L_(2.3098).png,01000-01999/01848R_(2.3098).png
1849,39.376,01000-01999/01849L_(39.376).png,01000-01999/01849R_(39.376).png
1850,18.349,01000-01999/01850L_(18.349).png,01000-01999/01850R_(18.349).png
1851,18.324,01000-01999/01851L_(18.324).png,01000-01999/01851R_(18.324).png
1852,18.051,01000-01999/01852L_(18.051).png,01000-01999/01852R_(18.051).png
1853,9.8586,01000-01999/01853L_(9.8586).png,01000-01999/01853R_(9.8586).png
1854,7.1272,01000-01999/01854L_(7.1272).png,01000-01999/01854R_(7.1272).png
1855,21.502,01000-01999/01855L_(21.502).png,01000-01999/01855R_(21.502).png
1856,24.158,01000-01999/01856L_(24.158).png,01000-01999/01856R_(24.158).png
1857,3.5728,01000-01999/01857L_(3.5728).png,01000-01999/01857R_(3.5728).png
1858,33.559,01000-01999/01858L_(33.559).png,01000-01999/01858R_(33.559).png
1859,2.2935,01000-01999/01859L_(2.2935).png,01000-01999/01859R_(2.2935).png
1860,31.963,01000-01999/01860L_(31.963).png,01000-01999/01860R_(31.963).png
1861,11.229,01000-01999/01861L_(11.229).png,01000-01999/01861R_(11.229).png
1862,12.093,01000-01999/01862L_(12.093).png,01000-01999/01862R_(12.093).png
1863,31.269,01000-01999/01863L_(31.269).png,01000-01999/01863R_(31.269).png
1864,38.078,01000-01999/01864L_(38.078).png,01000-01999/01864R_(38.078).png
1865,5.6321,01000-01999/01865L_(5.6321).png,01000-01999/01865R_(5.6321).png
1866,35.068,01000-01999/01866L_(35.068).png,01000-01999/01866R_(35.068).png
1867,3.7006,01000-01999/01867L_(3.7006).png,01000-01999/01867R_(3.7006).png
1868,27.085,01000-01999/01868L_(27.085).png,01000-01999/01868R_(27.085).png
1869,9.2319,01000-01999/01869L_(9.2319).png,01000-01999/01869R_(9.2319).png
1870,48.727,01000-01999/01870L_(48.727).png,01000-01999/01870R_(48.727).png
1871,37.534,01000-01999/01871L_(37.534).png,01000-01999/01871R_(37.534).png
1872,19.556,01000-01999/01872L_(19.556).png,01000-01999/01872R_(19.556).png
1873,36.171,01000-01999/01873L_(36.171).png,01000-01999/01873R_(36.171).png
1874,7.4699,01000-01999/01874L_(7.4699).png,01000-01999/01874R_(7.4699).png
1875,14.745,01000-01999/01875L_(14.745).png,01000-01999/01875R_(14.745).png
1876,42.046,01000-01999/01876L_(42.046).png,01000-01999/01876R_(42.046).png
1877,19.526,01000-01999/01877L_(19.526).png,01000-01999/01877R_(19.526).png
1878,37.705,01000-01999/01878L_(37.705).png,01000-01999/01878R_(37.705).png
1879,39.365,01000-01999/01879L_(39.365).png,01000-01999/01879R_(39.365).png
1880,8.7999,01000-01999/01880L_(8.7999).png,01000-01999/01880R_(8.7999).png
1881,44.434,01000-01999/01881L_(44.434).png,01000-01999/01881R_(44.434).png
1882,4.2336,01000-01999/01882L_(4.2336).png,01000-01999/01882R_(4.2336).png
1883,34.451,01000-01999/01883L_(34.451).png,01000-01999/01883R_(34.451).png
1884,28.825,01000-01999/01884L_(28.825).png,01000-01999/01884R_(28.825).png
1885,12.097,01000-01999/01885L_(12.097).png,01000-01999/01885R_(12.097).png
1886,8.9169,01000-01999/01886L_(8.9169).png,01000-01999/01886R_(8.9169).png
1887,14.574,01000-01999/01887L_(14.574).png,01000-01999/01887R_(14.574).png
1888,41.269,01000-01999/01888L_(41.269).png,01000-01999/01888R_(41.269).png
1889,45.251,01000-01999/01889L_(45.251).png,01000-01999/01889R_(45.251).png
1890,7.6213,01000-01999/01890L_(7.6213).png,01000-01999/01890R_(7.6213).png
1891,38.259,01000-01999/01891L_(38.259).png,01000-01999/01891R_(38.259).png
1892,44.782,01000-01999/01892L_(44.782).png,01000-01999/01892R_(44.782).png
1893,10.819,01000-01999/01893L_(10.819).png,01000-01999/01893R_(10.819).png
1894,27.568,01000-01999/01894L_(27.568).png,01000-01999/01894R_(27.568).png
1895,29.249,01000-01999/01895L_(29.249).png,01000-01999/01895R_(29.249).png
1896,11.872,01000-01999/01896L_(11.872).png,01000-01999/01896R_(11.872).png
1897,25.098,01000-01999/01897L_(25.098).png,01000-01999/01897R_(25.098).png
1898,1.8661,01000-01999/01898L_(1.8661).png,01000-01999/01898R_(1.8661).png
1899,17.551,01000-01999/01899L_(17.551).png,01000-01999/01899R_(17.551).png
1900,20.609,01000-01999/01900L_(20.609).png,01000-01999/01900R_(20.609).png
1901,22.712,01000-01999/01901L_(22.712).png,01000-01999/01901R_(22.712).png
1902,35.462,01000-01999/01902L_(35.462).png,01000-01999/01902R_(35.462).png
1903,27.54,01000-01999/01903L_(27.54).png,01000-01999/01903R_(27.54).png
1904,43.025,01000-01999/01904L_(43.025).png,01000-01999/01904R_(43.025).png
1905,20.564,01000-01999/01905L_(20.564).png,01000-01999/01905R_(20.564).png
1906,11.214,01000-01999/01906L_(11.214).png,01000-01999/01906R_(11.214).png
1907,38.97,01000-01999/01907L_(38.97).png,01000-01999/01907R_(38.97).png
1908,14.726,01000-01999/01908L_(14.726).png,01000-01999/01908R_(14.726).png
1909,16.699,01000-01999/01909L_(16.699).png,01000-01999/01909R_(16.699).png
1910,7.8946,01000-01999/01910L_(7.8946).png,01000-01999/01910R_(7.8946).png
1911,36.803,01000-01999/01911L_(36.803).png,01000-01999/01911R_(36.803).png
1912,19.482,01000-01999/01912L_(19.482).png,01000-01999/01912R_(19.482).png
1913,3.2339,01000-01999/01913L_(3.2339).png,01000-01999/01913R_(3.2339).png
1914,28.331,01000-01999/01914L_(28.331).png,01000-01999/01914R_(28.331).png
1915,39.697,01000-01999/01915L_(39.697).png,01000-01999/01915R_(39.697).png
1916,26.722,01000-01999/01916L_(26.722).png,01000-01999/01916R_(26.722).png
1917,2.4457,01000-01999/01917L_(2.4457).png,01000-01999/01917R_(2.4457).png
1918,27.474,01000-01999/01918L_(27.474).png,01000-01999/01918R_(27.474).png
1919,10.483,01000-01999/01919L_(10.483).png,01000-01999/01919R_(10.483).png
1920,40.607,01000-01999/01920L_(40.607).png,01000-01999/01920R_(40.607).png
1921,15.913,01000-01999/01921L_(15.913).png,01000-01999/01921R_(15.913).png
1922,30.034,01000-01999/01922L_(30.034).png,01000-01999/01922R_(30.034).png
1923,7.7175,01000-01999/01923L_(7.7175).png,01000-01999/01923R_(7.7175).png
1924,9.5299,01000-01999/01924L_(9.5299).png,01000-01999/01924R_(9.5299).png
1925,42.684,01000-01999/01925L_(42.684).png,01000-01999/01925R_(42.684).png
1926,40.551,01000-01999/01926L_(40.551).png,01000-01999/01926R_(40.551).png
1927,5.9175,01000-01999/01927L_(5.9175).png,01000-01999/01927R_(5.9175).png
1928,11.769,01000-01999/01928L_(11.769).png,01000-01999/01928R_(11.769).png
1929,11.512,01000-01999/01929L_(11.512).png,01000-01999/01929R_(11.512).png
1930,23.441,01000-01999/01930L_(23.441).png,01000-01999/01930R_(23.441).png
1931,25.468,01000-01999/01931L_(25.468).png,01000-01999/01931R_(25.468).png
1932,42.779,01000-01999/01932L_(42.779).png,01000-01999/01932R_(42.779).png
1933,27.308,01000-01999/01933L_(27.308).png,01000-01999/01933R_(27.308).png
1934,48.394,01000-01999/01934L_(48.394).png,01000-01999/01934R_(48.394).png
